"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
258481,71747,"train",30,0,"09","2"
633080,71752,"train",8,2,"16","11"
440503,71753,"train",17,2,"15","13"
329693,71531,"train",31,0,"14","13"
727761,71756,"train",4,0,"19","21"
413769,71639,"train",4,0,"12","11"
539589,71541,"train",10,5,"19","16"
262385,71542,"train",8,0,"10","8"
797925,71640,"train",8,0,"13","7"
288414,71546,"train",10,1,"09","21"
343135,71558,"train",15,3,"14","30"
216450,71643,"train",12,1,"13","19"
840166,71650,"train",4,0,"18","30"
288742,71587,"train",4,4,"14","2"
24818,71591,"train",11,0,"09","6"
131655,71594,"train",11,1,"08","30"
4203,71669,"train",6,0,"12","30"
384589,71687,"train",5,0,"17","4"
962712,71808,"train",10,6,"11","24"
755190,71811,"train",12,0,"16","30"
412384,71819,"train",12,0,"16","30"
786383,71701,"train",12,5,"08","2"
520890,71853,"train",5,4,"11","2"
88313,71860,"train",8,0,"17","10"
151817,71719,"train",9,1,"12","30"
258433,71822,"train",51,1,"08","7"
131911,71923,"train",5,5,"16","6"
416928,71930,"train",13,0,"11","30"
309140,71945,"train",16,6,"22","6"
109847,71946,"train",22,4,"15","7"
243672,72071,"train",6,2,"14","12"
426262,71952,"train",39,5,"13","4"
962202,71890,"train",25,1,"07","11"
905516,72083,"train",12,0,"08","7"
514560,71892,"train",15,5,"17","2"
203574,71898,"train",4,5,"15","30"
19314,71900,"train",7,3,"06","9"
958422,71965,"train",8,1,"15","22"
660121,72084,"train",11,4,"15","30"
151466,71978,"train",4,5,"10","15"
937531,71908,"train",21,3,"13","11"
370356,72096,"train",5,1,"22","30"
543096,72098,"train",21,6,"11","17"
485658,72014,"train",36,4,"23","6"
563264,72016,"train",5,3,"13","30"
755639,72025,"train",16,0,"11","30"
336124,71921,"train",23,2,"19","23"
637284,72030,"train",8,2,"16","9"
382303,72031,"train",4,4,"11","30"
233867,72032,"train",6,6,"06","30"
78815,72184,"train",4,1,"11","30"
411162,72039,"train",11,4,"16","9"
456567,72125,"train",7,1,"12","6"
369480,72130,"train",24,0,"15","12"
642874,72050,"train",31,6,"08","24"
401189,72051,"train",4,1,"07","30"
168179,72052,"train",6,2,"00","10"
487575,72199,"train",5,1,"06","10"
664608,72133,"train",24,3,"14","11"
331336,72139,"train",20,1,"10","30"
347273,72141,"train",6,2,"11","30"
849346,72212,"train",15,2,"19","16"
765858,72217,"train",7,3,"03","30"
818984,72153,"train",56,5,"17","5"
980588,72224,"train",43,2,"15","4"
766249,72157,"train",6,2,"13","30"
663818,72348,"train",8,1,"07","5"
788084,72279,"train",10,5,"17","30"
112719,72360,"train",31,0,"16","0"
319726,72411,"train",11,1,"09","21"
759178,72288,"train",4,6,"09","30"
168814,72544,"train",100,5,"13","1"
756044,72545,"train",18,5,"08","4"
559506,72378,"train",12,6,"08","14"
341116,72434,"train",7,6,"13","30"
925947,72572,"train",4,1,"15","13"
951212,72398,"train",23,3,"20","1"
99621,72401,"train",14,2,"12","2"
458147,72441,"train",11,1,"13","30"
318956,72582,"train",17,6,"18","25"
792085,72663,"train",12,4,"07","23"
356603,72665,"train",9,3,"16","4"
411878,72447,"train",6,1,"16","30"
333551,72449,"train",5,2,"17","30"
332221,72466,"train",8,0,"17","8"
889738,72590,"train",4,6,"17","30"
240416,72593,"train",26,2,"17","8"
641271,72596,"train",10,1,"20","5"
741193,72597,"train",13,4,"09","30"
426551,72686,"train",13,2,"09","16"
563232,72473,"train",8,0,"09","14"
895724,72689,"train",17,6,"18","11"
756528,72702,"train",19,5,"14","6"
950653,72622,"train",6,2,"11","5"
623671,72498,"train",4,6,"19","20"
783089,72627,"train",36,3,"16","4"
804592,72506,"train",7,6,"15","1"
533762,72507,"train",8,0,"10","30"
352747,72509,"train",17,0,"13","30"
983311,72646,"train",7,2,"20","30"
639027,72651,"train",6,5,"20","13"
750607,72738,"train",75,0,"10","2"
880088,72656,"train",16,1,"20","22"
239051,72660,"train",5,4,"20","30"
245810,72780,"train",10,0,"13","30"
353539,72781,"train",5,1,"17","30"
818433,72759,"train",100,6,"23","3"
143339,72794,"train",5,3,"06","15"
325183,72806,"train",5,6,"11","28"
534364,73019,"train",59,1,"10","7"
31216,73031,"train",29,4,"13","5"
190042,73035,"train",21,1,"16","14"
299891,72924,"train",8,4,"15","30"
799622,72827,"train",10,2,"16","14"
992934,72829,"train",13,1,"20","2"
823228,72834,"train",4,4,"19","30"
314228,72839,"train",12,5,"07","30"
812558,72846,"train",6,4,"12","30"
42587,73056,"train",8,3,"21","30"
611050,73057,"train",17,4,"13","11"
285231,73063,"train",4,6,"11","30"
56651,72943,"train",9,1,"07","30"
733540,73072,"train",32,3,"20","7"
870068,72945,"train",5,6,"17","30"
309801,72948,"train",10,6,"13","27"
228930,72954,"train",6,3,"15","10"
142305,73085,"train",18,4,"21","5"
735138,73086,"train",6,3,"11","20"
991978,73087,"train",5,5,"10","8"
901917,72880,"train",4,6,"18","6"
967447,72881,"train",8,0,"15","12"
765395,72885,"train",8,1,"09","30"
370986,72886,"train",5,5,"07","30"
235920,73090,"train",59,0,"22","2"
87520,73092,"train",6,3,"16","23"
700236,73097,"train",4,4,"15","30"
174179,73098,"train",6,5,"15","19"
701157,72982,"train",9,5,"00","8"
339248,73119,"train",6,6,"17","4"
922696,73105,"train",89,2,"08","4"
347347,73108,"train",16,3,"14","30"
746117,73227,"train",37,4,"08","5"
527017,73235,"train",5,5,"09","30"
299362,73240,"train",13,6,"18","10"
435758,73132,"train",6,1,"08","5"
655083,73136,"train",5,0,"15","18"
46791,73146,"train",12,5,"09","6"
328458,73256,"train",52,1,"05","9"
674422,73161,"train",7,4,"13","11"
196556,73162,"train",56,6,"22","5"
645976,73264,"train",8,0,"16","9"
11962,73165,"train",29,1,"16","30"
194141,73166,"train",21,6,"10","30"
761034,73283,"train",75,1,"11","5"
497846,73284,"train",10,2,"15","4"
781274,73362,"train",4,3,"18","30"
54001,73181,"train",6,1,"18","26"
918117,73370,"train",9,4,"13","16"
393551,73196,"train",4,6,"18","7"
516351,73205,"train",6,4,"15","30"
773641,73318,"train",14,1,"22","30"
598978,73319,"train",13,5,"00","3"
803213,73392,"train",5,2,"07","5"
471346,73217,"train",16,1,"17","8"
774500,73222,"train",4,0,"15","14"
184386,73327,"train",5,5,"10","28"
840337,73345,"train",5,0,"13","14"
392884,73348,"train",4,2,"16","9"
229177,73552,"train",16,0,"19","30"
834006,73395,"train",8,2,"14","30"
91649,73562,"train",5,6,"18","30"
865560,73563,"train",9,6,"15","6"
897616,73404,"train",5,6,"14","30"
281729,73466,"train",39,5,"10","6"
15430,73578,"train",5,2,"14","17"
573272,73583,"train",9,6,"05","11"
504517,73590,"train",19,1,"17","30"
860048,73477,"train",71,2,"14","1"
995278,73413,"train",4,0,"15","5"
656633,73414,"train",29,0,"15","6"
85703,73489,"train",10,2,"15","22"
565667,73603,"train",13,5,"11","30"
28227,73498,"train",17,5,"17","30"
876988,73505,"train",54,0,"10","4"
261768,73509,"train",4,0,"18","14"
676223,73511,"train",6,2,"14","22"
998015,73513,"train",14,2,"09","30"
111325,73516,"train",38,2,"12","9"
29964,73435,"train",21,3,"14","3"
828606,73649,"train",34,2,"15","29"
666849,73654,"train",63,0,"15","4"
116231,73449,"train",42,0,"13","4"
358085,73667,"train",68,6,"11","2"
472154,73766,"train",11,2,"13","24"
7177,73767,"train",6,3,"10","10"
98105,73547,"train",14,6,"11","30"
718225,73783,"train",20,6,"13","17"
723664,73680,"train",13,2,"13","27"
624293,73792,"train",4,3,"08","14"
50579,73907,"train",4,0,"13","5"
998926,73799,"train",7,5,"22","16"
129608,73803,"train",4,0,"17","22"
180733,73689,"train",43,0,"22","7"
248194,73692,"train",79,5,"16","1"
621547,73934,"train",7,3,"23","2"
601155,73936,"train",5,3,"10","30"
76417,73808,"train",8,6,"22","4"
256378,73814,"train",6,3,"20","30"
246521,73816,"train",4,1,"20","2"
981098,73817,"train",8,3,"09","30"
851303,73938,"train",5,4,"09","11"
669595,73694,"train",17,4,"09","19"
225290,73706,"train",4,6,"09","15"
931613,73958,"train",14,2,"21","30"
298464,73961,"train",6,4,"14","30"
753617,73968,"train",37,0,"09","7"
928109,73972,"train",7,3,"15","30"
732431,73722,"train",4,5,"18","16"
933827,73975,"train",4,2,"08","30"
84448,73736,"train",22,4,"09","30"
304229,73869,"train",15,0,"11","0"
779743,73880,"train",19,2,"17","30"
400316,73889,"train",7,6,"13","13"
909396,73994,"train",74,4,"05","5"
601274,73758,"train",7,4,"00","6"
771100,74144,"train",7,0,"15","18"
141282,74148,"train",8,2,"15","30"
691152,74022,"train",16,6,"18","28"
936738,74025,"train",23,1,"15","7"
834975,74030,"train",11,0,"16","30"
959622,74160,"train",22,6,"08","4"
747738,74173,"train",7,3,"10","30"
65026,74046,"train",7,4,"13","23"
130920,74048,"train",5,6,"14","29"
71627,74051,"train",9,1,"14","16"
280595,74292,"train",16,6,"10","6"
425267,74297,"train",18,1,"19","16"
494319,74177,"train",4,0,"09","7"
939710,74178,"train",5,3,"17","30"
644501,74179,"train",4,2,"08","25"
194870,74181,"train",4,1,"12","30"
957110,74183,"train",9,0,"19","30"
990790,74302,"train",4,1,"11","30"
701790,74303,"train",7,6,"16","30"
995947,74192,"train",19,6,"12","18"
65798,74084,"train",5,5,"20","17"
842159,74316,"train",4,0,"19","7"
250784,74199,"train",8,1,"22","5"
392565,74097,"train",17,6,"12","20"
262983,74326,"train",5,5,"09","30"
907907,74114,"train",4,6,"08","29"
371518,74117,"train",10,5,"21","15"
201463,74122,"train",9,3,"10","8"
297586,74335,"train",7,6,"22","4"
157566,74339,"train",14,3,"22","30"
172234,74126,"train",23,3,"13","2"
103213,74137,"train",6,4,"12","4"
14922,74398,"train",10,5,"14","30"
57462,74402,"train",5,5,"09","4"
485500,74249,"train",24,4,"14","9"
691743,74255,"train",5,6,"08","30"
275928,74267,"train",14,2,"15","1"
831498,74520,"train",11,5,"11","30"
954206,74530,"train",50,6,"16","6"
74533,74341,"train",5,1,"01","9"
420297,74344,"train",7,6,"17","15"
37788,74424,"train",29,3,"16","8"
100982,74358,"train",83,0,"17","3"
704583,74446,"train",27,0,"23","6"
886053,74447,"train",8,2,"11","27"
995225,74449,"train",26,0,"23","30"
750294,74458,"train",8,6,"12","12"
675810,74359,"train",12,4,"18","0"
315480,74466,"train",11,0,"20","30"
775687,74468,"train",7,4,"11","3"
700101,74470,"train",13,4,"07","5"
17752,74568,"train",12,6,"18","21"
152096,74570,"train",45,6,"14","13"
534588,74572,"train",38,2,"14","6"
222101,74376,"train",7,0,"20","6"
451641,74380,"train",4,0,"16","30"
435446,74590,"train",20,1,"12","30"
844933,74485,"train",10,2,"13","5"
391622,74495,"train",6,3,"20","5"
908259,74642,"train",100,6,"10","4"
288001,74643,"train",11,0,"14","9"
424038,74647,"train",5,5,"19","0"
570852,74739,"train",48,3,"17","16"
806990,74621,"train",6,0,"16","30"
129363,74625,"train",10,4,"07","8"
663203,74854,"train",5,6,"11","30"
168550,74743,"train",6,5,"12","30"
294216,74749,"train",7,5,"14","26"
974098,74758,"train",5,0,"18","14"
641814,74666,"train",23,2,"19","15"
109600,74892,"train",14,1,"10","22"
821117,74893,"train",17,0,"09","3"
617053,74895,"train",13,0,"13","30"
951733,74688,"train",6,3,"11","7"
660210,74901,"train",19,4,"10","18"
909340,74797,"train",10,3,"02","30"
847238,74909,"train",22,1,"08","30"
785440,74696,"train",10,1,"17","0"
716995,74914,"train",4,5,"16","7"
400849,74805,"train",37,4,"14","7"
666028,74814,"train",25,1,"10","10"
146083,74827,"train",4,0,"13","4"
115786,74839,"train",6,5,"14","30"
550181,74931,"train",6,2,"17","30"
197586,74935,"train",8,5,"16","5"
569386,74730,"train",12,1,"18","2"
248084,74734,"train",6,5,"11","6"
213316,74845,"train",4,0,"10","10"
76073,74736,"train",6,1,"21","29"
859265,75086,"train",13,1,"21","25"
50050,74962,"train",77,1,"10","2"
662026,74971,"train",18,5,"21","3"
66358,74973,"train",4,1,"17","28"
706689,74952,"train",4,4,"16","30"
189289,74955,"train",6,0,"10","2"
280549,74957,"train",35,1,"21","14"
57005,75106,"train",4,3,"09","12"
780733,75215,"train",12,6,"11","16"
76465,74984,"train",6,2,"13","30"
976713,75236,"train",6,2,"11","7"
903162,75007,"train",6,0,"09","30"
117763,75239,"train",11,3,"18","30"
222035,75240,"train",5,2,"12","18"
151789,75242,"train",7,5,"14","30"
832409,75018,"train",9,1,"17","3"
527376,75023,"train",16,4,"15","10"
790590,75256,"train",7,0,"15","30"
272990,75126,"train",37,5,"08","8"
352241,75129,"train",7,6,"09","8"
365930,75263,"train",4,0,"10","7"
402022,75265,"train",12,0,"12","14"
148372,75032,"train",55,2,"08","7"
981769,75139,"train",32,5,"19","6"
377642,75040,"train",6,3,"18","13"
903541,75275,"train",22,6,"17","8"
750908,75277,"train",10,3,"01","29"
894074,75144,"train",4,0,"12","29"
855446,75151,"train",7,0,"19","30"
589381,75154,"train",4,0,"11","30"
526881,75162,"train",10,5,"12","4"
733362,75064,"train",4,3,"13","30"
924336,75165,"train",16,6,"13","16"
434832,75309,"train",12,6,"11","6"
371461,75071,"train",9,1,"18","15"
378290,75167,"train",11,6,"10","30"
766843,75073,"train",25,5,"15","5"
629922,75085,"train",17,1,"17","30"
157748,75345,"train",62,2,"19","6"
619879,75189,"train",7,2,"13","8"
686601,75198,"train",4,0,"19","30"
147189,75346,"train",33,2,"15","6"
721905,75332,"train",5,5,"21","12"
157058,75362,"train",54,0,"09","4"
172545,75468,"train",16,5,"17","30"
782536,75389,"train",71,2,"17","6"
355348,75391,"train",5,3,"14","14"
686729,75484,"train",40,3,"10","2"
3336,75490,"train",5,0,"14","3"
402367,75498,"train",12,0,"12","13"
485607,75500,"train",13,5,"20","10"
161188,75501,"train",16,0,"08","30"
371818,75401,"train",5,6,"14","20"
311489,75403,"train",10,4,"14","25"
577327,75404,"train",8,5,"19","0"
647448,75405,"train",17,0,"10","11"
294039,75613,"train",17,4,"16","6"
88327,75415,"train",25,1,"19","5"
383781,75528,"train",11,3,"19","23"
433133,75620,"train",10,0,"10","7"
912987,75638,"train",27,0,"20","30"
785916,75559,"train",23,5,"14","23"
447203,75563,"train",7,5,"22","30"
29454,75641,"train",10,0,"13","30"
763017,75682,"train",7,5,"08","30"
603083,75643,"train",6,4,"07","18"
81117,75566,"train",9,0,"17","26"
215529,75686,"train",5,5,"14","1"
555119,75575,"train",4,6,"14","30"
679422,75650,"train",9,1,"17","30"
580107,75787,"train",29,6,"14","4"
40434,75659,"train",40,4,"14","2"
410213,75713,"train",6,5,"12","17"
325026,75728,"train",13,6,"14","30"
709378,75670,"train",4,6,"16","2"
753494,75805,"train",100,5,"11","1"
156522,75810,"train",17,6,"15","30"
923791,75890,"train",5,3,"15","5"
37007,75746,"train",27,0,"12","6"
662524,75748,"train",7,3,"18","30"
260585,75824,"train",10,6,"12","14"
573127,75901,"train",4,1,"08","29"
201945,75825,"train",100,5,"16","5"
229960,75827,"train",4,0,"19","28"
660504,75902,"train",8,0,"12","30"
867628,75905,"train",46,3,"16","11"
175250,75765,"train",51,1,"16","20"
887879,75916,"train",6,6,"12","30"
594590,75919,"train",13,4,"21","30"
54885,75780,"train",12,4,"08","22"
740000,76024,"train",8,1,"14","7"
566463,76026,"train",5,3,"16","30"
165657,75936,"train",45,3,"19","16"
562568,76035,"train",10,6,"09","5"
674057,76042,"train",7,3,"16","2"
699436,75944,"train",4,0,"02","30"
876978,75874,"train",4,4,"14","13"
444197,76046,"train",10,3,"17","24"
263012,76049,"train",26,4,"13","23"
119947,76054,"train",15,0,"21","6"
45576,75962,"train",7,4,"15","13"
260054,76161,"train",6,0,"20","12"
752925,76074,"train",6,6,"07","30"
238174,75975,"train",5,6,"08","30"
238397,76077,"train",22,1,"14","30"
712691,76079,"train",11,1,"14","7"
757468,76171,"train",22,0,"21","7"
961147,76172,"train",18,0,"09","30"
133226,76082,"train",8,1,"14","30"
854339,76083,"train",22,2,"08","4"
735072,75979,"train",21,3,"10","7"
340273,76087,"train",11,4,"06","4"
852390,75987,"train",8,2,"11","30"
77070,75989,"train",15,3,"18","30"
747588,75991,"train",6,3,"16","11"
16183,76185,"train",23,4,"18","12"
450584,76190,"train",29,3,"16","6"
392626,76101,"train",6,2,"07","30"
853636,76105,"train",16,0,"19","5"
625012,76110,"train",15,5,"14","6"
660774,76111,"train",4,6,"11","10"
331273,76005,"train",12,3,"10","7"
762323,76017,"train",11,4,"14","30"
303596,76218,"train",4,0,"13","2"
149109,76235,"train",4,5,"12","9"
137457,76277,"train",27,2,"21","19"
853535,76387,"train",4,2,"17","21"
402266,76392,"train",6,1,"12","30"
74199,76396,"train",5,1,"15","11"
76760,76251,"train",7,2,"15","14"
61005,76283,"train",17,2,"09","13"
564912,76412,"train",10,5,"14","25"
475723,76413,"train",4,2,"09","13"
687431,76256,"train",11,0,"20","7"
749248,76257,"train",42,2,"15","12"
857340,76493,"train",4,1,"17","10"
278527,76502,"train",8,3,"10","5"
132037,76288,"train",4,1,"16","7"
208998,76509,"train",4,0,"10","13"
876809,76510,"train",4,5,"15","30"
482943,76290,"train",59,1,"19","4"
108224,76423,"train",43,0,"18","3"
725233,76292,"train",4,5,"07","8"
145963,76435,"train",44,6,"17","3"
617924,76440,"train",4,6,"12","5"
785371,76441,"train",4,6,"18","30"
603286,76445,"train",5,2,"17","2"
284161,76524,"train",11,2,"07","24"
699820,76527,"train",35,0,"08","4"
894212,76324,"train",33,5,"06","8"
119438,76538,"train",4,4,"12","30"
383692,76541,"train",6,3,"16","30"
869662,76463,"train",7,0,"14","5"
352995,76548,"train",15,4,"08","21"
890629,76346,"train",5,1,"15","30"
80540,76553,"train",13,1,"12","30"
820750,76562,"train",4,1,"12","22"
370985,76486,"train",17,6,"15","9"
304630,76487,"train",29,5,"11","9"
110916,76569,"train",12,2,"16","29"
594738,76598,"train",4,0,"19","20"
284068,76358,"train",9,2,"11","22"
921776,76370,"train",21,4,"21","30"
82073,76641,"train",20,1,"09","7"
972899,76846,"train",32,5,"09","3"
736351,76648,"train",26,4,"13","5"
76443,76653,"train",4,0,"15","28"
458753,76655,"train",6,2,"08","4"
710206,76855,"train",5,6,"13","30"
679373,76733,"train",5,5,"14","30"
535405,76743,"train",11,1,"17","7"
724276,76866,"train",21,5,"12","23"
482555,76870,"train",36,5,"12","7"
232261,76756,"train",10,4,"17","21"
41105,76876,"train",28,6,"10","8"
913226,76767,"train",14,0,"19","4"
356352,76773,"train",5,5,"09","30"
160429,76776,"train",13,0,"20","8"
183705,76891,"train",7,0,"14","21"
279764,76699,"train",5,1,"16","7"
579674,76710,"train",10,5,"16","6"
150223,76787,"train",17,1,"10","7"
126805,76799,"train",4,4,"12","30"
536207,76813,"train",18,2,"18","30"
65534,76922,"train",49,5,"14","7"
391440,76816,"train",26,5,"20","4"
476785,76817,"train",11,0,"14","30"
410718,76827,"train",8,2,"19","17"
393719,76931,"train",9,0,"22","3"
434807,76933,"train",6,5,"00","21"
897691,77084,"train",27,1,"16","30"
418335,76990,"train",17,3,"14","9"
237012,77087,"train",22,5,"02","6"
24838,77094,"train",7,0,"20","30"
598401,77096,"train",15,1,"17","27"
368363,77099,"train",4,1,"07","16"
104369,77109,"train",5,5,"15","30"
648542,77003,"train",57,3,"12","7"
672052,76950,"train",18,0,"11","28"
960615,77125,"train",4,2,"12","30"
681323,77186,"train",10,0,"18","5"
751861,77025,"train",42,0,"13","7"
119921,77152,"train",4,2,"15","30"
546970,77040,"train",4,2,"10","13"
592354,77162,"train",8,1,"10","30"
487794,77175,"train",5,0,"18","13"
71078,77300,"train",9,3,"14","30"
63955,77051,"train",28,2,"13","16"
855254,77063,"train",44,5,"14","8"
44112,77066,"train",4,5,"10","22"
534151,77301,"train",70,3,"16","13"
624027,77311,"train",100,6,"08","5"
857374,77225,"train",42,6,"10","5"
349195,77327,"train",4,1,"13","15"
192215,77328,"train",4,4,"14","30"
368512,77329,"train",4,5,"12","22"
522478,77336,"train",7,5,"16","30"
572407,77238,"train",29,6,"22","13"
566753,77356,"train",9,0,"17","17"
237528,77358,"train",5,6,"00","30"
137688,77421,"train",5,0,"11","9"
449608,77369,"train",4,6,"09","20"
222275,77370,"train",6,4,"12","10"
868697,77376,"train",11,3,"17","19"
505346,77382,"train",13,0,"14","30"
830641,77455,"train",14,4,"12","30"
720346,77246,"train",5,5,"19","22"
561351,77459,"train",5,2,"09","30"
560192,77462,"train",20,4,"08","17"
530462,77464,"train",31,2,"14","13"
15878,77478,"train",18,4,"10","30"
894257,77392,"train",6,0,"14","30"
593194,77397,"train",7,2,"14","5"
722945,77402,"train",7,0,"10","2"
178938,77545,"train",48,2,"23","6"
736933,77549,"train",29,2,"20","7"
385965,77554,"train",10,3,"19","30"
215251,77480,"train",5,4,"15","26"
532243,77486,"train",8,0,"15","30"
240915,77262,"train",4,0,"14","30"
387848,77564,"train",7,4,"14","30"
495760,77567,"train",7,2,"08","2"
463584,77569,"train",5,4,"09","10"
817385,77570,"train",8,1,"15","12"
614290,77491,"train",16,5,"19","8"
698889,77585,"train",8,1,"13","12"
802455,77599,"train",24,5,"16","8"
750149,77780,"train",14,4,"18","30"
284576,77607,"train",4,1,"16","7"
134232,77519,"train",4,4,"07","16"
950387,77647,"train",4,4,"11","9"
373769,77782,"train",4,0,"11","7"
557283,77626,"train",43,5,"14","7"
479928,77790,"train",21,6,"11","8"
515549,77635,"train",30,5,"17","20"
727829,77800,"train",18,2,"16","13"
239123,77892,"train",6,0,"05","30"
485884,77894,"train",10,5,"14","9"
570066,77897,"train",46,2,"19","4"
370109,77696,"train",67,3,"10","8"
916024,77821,"train",5,6,"15","27"
691290,77824,"train",41,1,"14","17"
834002,77916,"train",55,0,"10","1"
440356,77712,"train",15,0,"11","10"
377827,77831,"train",9,1,"16","7"
15019,77720,"train",5,0,"18","6"
890007,77729,"train",7,4,"09","16"
65388,77845,"train",21,5,"16","30"
182193,77731,"train",13,2,"11","30"
238918,77732,"train",17,4,"07","30"
852118,77931,"train",4,6,"14","30"
262204,77739,"train",23,4,"12","15"
345095,77740,"train",51,0,"14","7"
345723,77949,"train",18,0,"15","30"
270408,77951,"train",16,0,"08","30"
166149,77751,"train",10,0,"16","7"
598065,77771,"train",17,5,"07","30"
975892,77880,"train",100,1,"21","2"
8742,77984,"train",8,5,"19","14"
191457,77991,"train",18,6,"18","12"
497751,77883,"train",7,6,"15","20"
717325,77887,"train",38,0,"14","0"
969026,78012,"train",43,3,"03","30"
304406,77973,"train",15,5,"08","30"
475399,77976,"train",5,6,"17","5"
896550,78033,"train",8,5,"14","30"
862733,78038,"train",51,0,"13","7"
315350,78045,"train",35,0,"10","3"
724799,78208,"train",4,0,"10","30"
84718,78122,"train",5,4,"10","17"
517144,78224,"train",13,1,"13","7"
506142,78055,"train",7,1,"14","30"
888210,78128,"train",4,0,"12","7"
680497,78059,"train",33,6,"18","30"
705742,78060,"train",4,2,"15","26"
37014,78237,"train",18,3,"09","8"
515110,78068,"train",6,6,"11","30"
676180,78243,"train",49,0,"16","4"
673254,78244,"train",15,5,"16","24"
748647,78247,"train",28,2,"11","8"
844664,78143,"train",40,3,"10","2"
8704,78082,"train",9,2,"15","30"
639525,78144,"train",20,2,"11","30"
428318,78151,"train",15,0,"15","13"
782284,78087,"train",9,3,"16","30"
773544,78091,"train",5,0,"12","15"
592778,78159,"train",33,6,"12","30"
450955,78270,"train",30,0,"10","8"
573407,78271,"train",11,1,"16","30"
787638,78284,"train",12,0,"15","6"
195926,78287,"train",9,5,"15","14"
521333,78297,"train",5,1,"15","10"
285637,78305,"train",7,0,"17","30"
120380,78169,"train",22,2,"20","30"
242523,78175,"train",5,1,"15","30"
363592,78177,"train",11,5,"20","6"
969753,78332,"train",30,4,"16","18"
308872,78187,"train",12,2,"10","8"
780662,78415,"train",5,0,"10","30"
629413,78341,"train",12,4,"17","24"
23739,78344,"train",5,3,"12","9"
374947,78350,"train",10,5,"23","9"
941683,78351,"train",4,6,"17","30"
563978,78426,"train",6,0,"18","30"
659477,78429,"train",15,4,"17","12"
99379,78368,"train",12,0,"15","30"
74644,78438,"train",5,5,"08","12"
7044,78556,"train",4,1,"11","30"
679553,78377,"train",4,3,"13","30"
642737,78472,"train",5,0,"11","13"
307494,78473,"train",23,2,"07","8"
527894,78396,"train",36,4,"11","0"
388016,78397,"train",5,6,"02","12"
388165,78400,"train",8,6,"12","30"
622994,78402,"train",27,4,"12","10"
382260,78403,"train",12,6,"18","21"
826154,78498,"train",24,6,"10","30"
635323,78503,"train",11,0,"09","30"
944364,78658,"train",4,2,"17","30"
807024,78519,"train",37,2,"18","6"
368428,78590,"train",9,0,"16","30"
529168,78527,"train",9,0,"15","30"
586956,78529,"train",33,1,"07","17"
71416,78675,"train",4,6,"15","30"
48410,78591,"train",8,6,"10","6"
135217,78681,"train",14,0,"10","21"
813979,78607,"train",8,6,"08","30"
638248,78701,"train",6,0,"15","23"
219437,78765,"train",10,5,"09","13"
65330,78707,"train",11,1,"14","12"
721659,78615,"train",20,6,"13","12"
487350,78796,"train",7,0,"11","7"
920277,78803,"train",15,4,"13","22"
865505,78806,"train",18,1,"20","30"
587154,78732,"train",41,6,"08","18"
553693,78816,"train",9,2,"16","30"
314456,78823,"train",8,1,"07","30"
582117,78741,"train",20,5,"16","7"
243485,78845,"train",18,3,"09","12"
371985,78643,"train",36,3,"12","2"
375050,78648,"train",10,5,"10","24"
160347,78895,"train",31,1,"17","15"
453759,78900,"train",29,0,"11","21"
732250,78873,"train",6,6,"18","14"
110904,79025,"train",6,0,"15","8"
811965,78918,"train",5,3,"22","27"
159780,79030,"train",12,6,"12","8"
387381,79032,"train",16,6,"20","2"
224966,79120,"train",6,3,"07","5"
696578,79122,"train",48,5,"16","7"
807711,78930,"train",4,0,"19","30"
501276,79037,"train",22,1,"10","30"
415429,79129,"train",35,5,"00","9"
226899,79134,"train",10,0,"15","30"
914267,78936,"train",11,5,"14","18"
915267,79139,"train",8,6,"09","30"
586249,79057,"train",42,6,"19","7"
561657,78953,"train",12,2,"17","16"
713255,79062,"train",33,1,"09","9"
283015,79172,"train",7,0,"10","30"
959448,79067,"train",39,6,"10","20"
341730,78979,"train",35,0,"09","8"
582535,78989,"train",5,0,"11","22"
246839,79186,"train",11,5,"11","5"
122817,78999,"train",10,0,"17","27"
500541,79195,"train",16,6,"13","30"
170269,79082,"train",35,0,"12","9"
233843,79092,"train",13,5,"12","18"
943002,79216,"train",17,0,"13","21"
14170,79221,"train",10,2,"16","16"
550365,79225,"train",31,3,"14","19"
772830,79231,"train",8,0,"03","30"
717683,79333,"train",13,0,"14","13"
954363,79235,"train",49,2,"12","6"
146908,79268,"train",5,1,"12","30"
620228,79434,"train",7,3,"12","12"
367928,79343,"train",6,0,"16","30"
67678,79437,"train",18,1,"12","9"
289595,79282,"train",6,0,"13","30"
278971,79448,"train",8,0,"08","30"
621072,79452,"train",8,0,"10","10"
140539,79347,"train",6,1,"17","30"
411363,79350,"train",40,0,"11","15"
534406,79467,"train",4,4,"08","13"
792198,79317,"train",23,0,"13","26"
482409,79360,"train",5,1,"19","30"
179102,79366,"train",8,4,"14","30"
431955,79487,"train",5,2,"14","14"
109640,79489,"train",4,4,"12","5"
997124,79499,"train",9,3,"19","9"
448529,79329,"train",52,3,"18","3"
247890,79503,"train",27,1,"13","9"
902869,79506,"train",4,3,"19","30"
916193,79507,"train",6,6,"17","30"
772814,79546,"train",89,6,"11","5"
757111,79374,"train",18,6,"14","30"
153973,79511,"train",20,3,"07","19"
238690,79512,"train",4,4,"19","30"
86736,79377,"train",6,1,"18","30"
514572,79568,"train",12,1,"16","30"
